-0.287	0.287
-0.268	0.306
-0.248	0.321
-0.228	0.333
-0.208	0.343
-0.188	0.349
-0.168	0.352
-0.149	0.352
-0.129	0.349
-0.109	0.343
-0.089	0.334
-0.069	0.322
-0.05	0.307
-0.03	0.289
-0.01	0.268
0.01	0.244
0.03	0.217
0.05	0.187
0.069	0.154
0.089	0.118
0.109	0.079
0.129	0.037
0.149	-0.009
0.168	-0.057
0.188	-0.108
0.208	-0.162
0.228	-0.22
0.248	-0.28
0.268	-0.344
