TIME    E2.5    E5    E7
1.00001    0.37873256805889333    0.30149928094311135    0.15583456989262337
1.01    0.29883422800793419    1.0220305775390801    2.2511087456561651
1.02002    0.57529040577294499    0.66626445694324921    1.5769884633604125
1.03002    0.5502280819245251    0.66468689747108356    1.4678059215918382
1.04001    0.5257829923301548    0.62651293525827845    1.2731605393238909
1.05    0.50195513698984695    0.50767014478388905    1.1076868713993209
1.06002    0.47868278767689787    0.56055326530334659    1.1212547884494146
1.07002    0.45609106454890397    0.4872854095853561    1.315589458271895
1.08001    0.43411657567497253    0.59990730894584487    1.2546705149492214
1.09    0.50382922191509161    0.6831322826997851    1.3919592626617063
1.10002    0.48053635057833305    0.53355561651053152    1.2163741477053249
1.11002    0.45792416059326035    0.62798738786705222    1.3059080293525567
1.12001    0.43592920486225006    0.71307465737940168    1.6112344960834091
1.13    0.35353565643324336    0.63713294563373579    1.854364015072012
1.14003    0.35825686858651568    0.65194417122843595    2.4664685287510686
1.15002    0.36358345541542469    0.65980125109192445    2.1929139025645479
1.16001    0.36952727649839584    0.77627041384962014    2.1713982773685951
1.17001    0.29926509452212546    0.69134510838583196    1.640708215062411
1.18003    0.30399167501347696    0.61760832551280875    1.6982612882054986
1.19002    0.29136180271179202    0.67747229589841151    1.6802810639209986
1.20001    0.30910560114554753    0.79617179315219466    1.6911122662459661
1.21001    0.32746663383336555    0.81130853354963783    1.7244969947570441
1.22003    0.34649688922786342    0.7278478097470098    1.6593947259386717
1.23002    0.25941748769024275    0.64955597157804423    1.8484901870547468
1.24001    0.26369977212169476    0.68895720816665873    1.7274902047931429
1.25001    0.26859929080720873    0.61522021145802108    1.78271453719461
1.26003    0.27413174779508309    0.71590747008600042    1.8297542657050214
1.27002    0.28026739869290923    0.61732522122863875    1.4763478987432137
1.28001    0.28702028384479494    0.61521868135772062    1.608782679419096
1.29001    0.29439040325074217    0.66155944874369732    1.6490549905380916
1.30003    0.30240012026018243    0.69415394194949409    1.4064136407766787
1.31002    0.31100637187844138    0.62637892301122355    1.5587720243075924
1.32001    0.3202298577507619    0.63047818730303595    1.6002643141772552
1.33001    0.33007057787714378    0.66061478061648438    1.5710704522478534
1.34    0.34052853225758711    0.5367101294853005    1.431823729660445
1.35002    0.27299802913152577    0.53618887949826055    1.4295575362297499
1.36001    0.28696374207115455    0.67095554779229394    1.3514159606810083
1.37001    0.30154668926484579    0.68161166999027634    1.2851926215590679
1.38    0.33920484744055923    0.5627273604653158    1.6778801911437702
1.39002    0.33324048955108954    0.55262002400594168    1.2561506859532119
1.40001    0.35349846685785208    0.58280146411426081    1.5595980496618598
1.41001    0.37437367841867714    0.62858052496304673    1.2203649845678628
1.42    0.39586612423356465    0.52374241176035941    1.2371369291043188
1.43002    0.41803623322178179    0.58402925232841951    1.3190181670846441
1.44001    0.44076481124898315    0.62928308856471649    1.2646965607047898
1.45001    0.46411062353024707    0.58016533346279953    2.1734168767362481
1.46    0.48807367006557351    0.56667841431915589    1.1176531067302167
1.47002    0.51272103907536271    0.44759810576870285    0.88467894476646014
1.48002    0.36966625477183496    0.89761706816597353    1.5969835305415945
1.49001    0.37292186814134332    0.75485890841232473    1.3878227466091926
1.5    0.37679471576491386    0.59515153814197774    1.3840538055271863
