TIME    E2.5    E5    E7
1.00001    0.33601450501049579    0.89219960524596187    0.059343199882588772
1.01    0.56885144331267001    1.5715459601146149    2.9799280343740877
1.02002    0.55148283998024361    1.4872193378964114    2.5735983134947245
1.03002    0.50942600544141237    1.2077399208911188    2.4487559529756489
1.04001    0.52143569341335272    1.1157270769954073    2.1506452235823801
1.05    0.4966995576871987    1.0286521071321872    1.9886593194507709
1.06002    0.4725164797932932    0.89893110382255936    1.8830982529051294
1.07002    0.44901647627945301    0.85026788954422539    1.808423344710167
1.08001    0.42613370701967529    0.78351719183434976    1.7818911339922032
1.09    0.40386817201396014    0.72104467322034316    1.6997221073557618
1.10002    0.3821623541416268    0.83521922294869377    1.8591842020863643
1.11002    0.36113295134822543    0.89324087183253809    1.5833753212524906
1.12001    0.34072078280888662    0.85181277543873013    1.7284267190663554
1.13    0.32959767980246757    1.0994028631245056    1.6771355217693746
1.14003    0.34712045739064024    0.83246323315989124    1.6381016879807115
1.15002    0.36521419684414147    0.73790385868740105    2.4230502750462235
1.16001    0.30778684038145337    0.77635419901577474    2.3850258818810044
1.17001    0.32311010172144611    0.8422858632665311    2.4280343263808915
1.18003    0.3390943977051864    0.90275453829447927    2.3263365558136884
1.19002    0.35565379125749297    0.81446145499798439    2.2030035832142429
1.20001    0.372830419063862    0.8874697770381651    2.1804416781523419
1.21001    0.39062428112429354    0.74119751613143259    2.2337763369734609
1.22003    0.40908583712960594    0.84430965629943899    2.3062393498030591
1.23002    0.35206630518369603    0.94714340910894446    2.3813293461458249
1.24001    0.38261745623908938    1.0713555963458088    1.8820547806001313
1.25001    0.38406423335268464    0.8307033479869923    1.9769594599024745
1.26003    0.43215193545915026    0.7570154994168905    1.8030884432233125
1.27002    0.31483282530021989    0.84620083950135827    1.6408816934307853
1.28001    0.32260228942253405    0.76466354488294241    1.6851604747948059
1.29001    0.33098898779890973    0.68806412429701835    1.6439745957001834
1.30003    0.34001802388382002    0.7510680554074195    1.5978968737408474
1.31002    0.29265604976393644    1.643629173043786    1.7457876791644598
1.32001    0.29161336719194536    1.4037008895386289    1.5636835991347871
1.33001    0.3610189378784045    0.7535108573308078    2.2386915136614971
1.34    0.52706815056355227    0.61873899308812441    2.0884040329085098
1.35002    0.53747657998601661    0.66924330995487313    1.7963819244267405
1.36001    0.54847509586565191    0.66172804291008325    1.7479197926210288
1.37001    0.56009084599934855    0.67493050271391075    1.8021641233467576
1.38    0.43205173292294913    1.0717183925920932    1.6732071905401102
1.39002    0.42367467644394735    0.84487190379163302    1.6199795428135548
1.40001    0.41593820504013096    1.2356984900516363    1.9823389984690494
1.41001    0.31890877344057289    1.1143501931336202    1.6662751937938485
1.42    0.33198872786516043    0.64409077160485861    1.6054775672605501
1.43002    0.57429238885505274    0.76658819442895743    1.6181223290107503
1.44001    0.57211392809689932    0.68000208376262716    1.5617595255083405
1.45001    0.39800900134605255    0.83068550308402211    1.8149139995616217
1.46    0.3853518611701432    0.75559704998823118    1.5346352279472375
1.47002    0.3434352702525536    0.74762143069586318    1.5926165280023699
1.48002    0.36370988488828387    0.79405720936798507    1.7574689234958354
1.49001    0.38460173377807666    0.82709021962289153    1.6663809909752467
1.5    0.40611081692193191    0.80054906507685075    1.9571021351035283
1.51002    0.35025586346953325    0.88770612059878462    1.5979721279374763
