TIME     E2.5     E4       E7
0        0        0        0
0.0100203        0.13542775909239721        0.55143367949621325        2.9782679839534931
0.0200137        0.14866624354279129        0.60550177741291766        3.2691348462902385
0.0300071        0.1625219628296396        0.66209806921973868        3.5735512477568281
0.0400004        0.17699491695294214        0.72122255491667631        3.8915171883532604
0.0500207        0.19212661437154219        0.78304483068648378        4.2239445508561557
0.0600141        0.20783570187351183        0.84723251870244176        4.5690460913810877
0.0700075        0.22416202421193571        0.91394840060851623        4.9276971710358639
0.0800008        0.24110558138681379        0.98319247640470731        5.2998977898204833
0.0900212        0.25871454116440606        1.0551616187969468        5.6867060156279754
0.100015        0.2768942317179513        1.1294688969121585        6.0860422343410949
0.110008        0.29569115710795074        1.2063043689174864        6.4989279921840577
0.120001        0.31510531733440439        1.285668034812931        6.9253632891568646
0.130022        0.33519153947098884        1.3677840438276025        7.3665523782689526
0.140015        0.35584183307610967        1.4522109120420676        7.8201232751702596
0.150008        0.37670237429335168        1.5391659741466492        8.287243711201409
0.160002        0.45923163048569587        1.6286492301413473        8.5563589389030312
0.170022        0.79574569858876498        1.6908721632313617        8.8324113595564189
0.180015        1.6451804375307233        4.3575668983272529        8.265543061298473
0.190009        2.2600570036736269        1.6953612927627328        8.7455921680896349
0.200002        2.423149397467911        3.8982910868327756        7.3822166255368442
0.210022        4.6430467479647328        1.9869813075095752        7.30001719571829
0.220016        3.1056476328924432        2.0719279575564231        6.3683756919373282
0.230009        3.0816614750676616        2.0198086329926594        6.4222366774524167
0.240003        1.5321693213590502        2.2353503697608734        6.2946871724823215
0.250023        1.8604638514041085        2.39245488745913        6.5317730397758762
0.260016        1.7139804535813323        2.3683508089006162        6.3368059282107678
0.27001        1.5687085678807537        2.1859433170412608        6.6410921201182669
0.280003        1.3436329430635365        1.7555017349278725        6.1507972593356346
0.290023        1.1619369419794918        1.5397935891848664        6.2643230133069672
0.300017        1.19782744433507        1.8348374169995529        6.5981500880706196
0.31001        1.5019364103775543        2.4880222734190922        5.9950209181608747
0.320003        1.7382261130770218        2.6231947078980431        6.4038147000109324
0.330024        1.2862416259708804        1.9121964745841995        6.2391480158834716
0.340017        0.85714197390020908        1.3967235574401347        6.6571102856915232
0.35001        0.98268692406163016        1.4568340446861321        7.0886220946294189
0.360004        1.1762240559495181        2.0769359337651765        5.8669335967534142
0.370024        1.0534290987032211        1.5799473639710855        6.2735533020543661
0.380017        1.0123115020272446        1.6816211724919601        5.7972825652138411
0.390011        1.4603500889040881        1.6693131086594069        5.8486770091284086
0.400004        1.6307013291573309        1.4044707156425917        6.253564521501195
0.410025        0.7056408916989676        1.3134165030846146        5.9532289019674813
0.420018        0.83558349370521656        1.320550634029741        5.8304488709974382
0.430011        0.94295996184666242        1.5977075062289638        5.8819897953518829
0.440005        0.97705483168157681        1.3396858891886509        5.7610153944122535
0.450025        1.3442135116977985        1.8003363278112714        6.1497293809165301
0.460018        1.555603964755776        1.4219930251528823        6.0390637755455758
0.470012        1.4142141160786568        1.474753646627923        6.4503791016295544
0.480005        0.93598230791671899        1.3887102087899768        6.364273136444516
0.490025        1.0552208012841391        2.8360004968078174        6.7872668245455472
0.500019        0.87510902016745518        3.0054187672690711        6.0729136567152668
0.510012        0.6825070234381575        2.2863782921590445        5.9415532147999661
0.520006        1.0104405287298643        2.3753117889600959        6.0020468769011721
0.530026        0.68750750747970402        1.9843181465531317        5.8493399803050323
0.540019        0.73603661103689633        2.2761074307563081        6.1068581398357136
0.550013        0.83086606137694408        1.2124169107318294        6.1596039839375392
0.560006        0.95998788189046158        1.892997315904184        5.8604868466805637
0.570026        0.73727998215232193        1.1849278007175741        5.7541032130946563
0.58002        0.69731362255532225        1.2635963836567063        6.155296711705093
0.590013        0.68512791438005616        1.6992665236826752        6.0172753475223457
0.600006        1.0774528624160933        1.2096748955055483        5.2954021988719333
0.610027        1.0767015203551549        1.2438525361602173        4.2312268126875905
0.62002        0.66032779164007371        0.90840652680155476        2.2831036302989682
0.630013        0.30754738678429522        0.78201917361218032        2.2263913428079434
0.640007        0.24042539311885217        0.69173734986900925        1.0979827046307624
0.65        0.29102365316817613        0.73965482232173307        0.89895188098111323
0.66002        0.28481110711206076        0.67884497421431889        0.96859591647509613
0.670014        0.27923332813790147        0.22765456771567336        1.1192018889529425
0.680007        0.27427278400019589        0.23681615150008692        0.76500959945077684
0.690001        0.26992947469894402        0.26030315974980139        0.73664914628937206
0.700021        0.26619419100181785        0.29772221904625595        0.72142498716548831
0.710014        0.25927244370138036        0.33757229063313998        0.76048855300539697
0.720008        0.27121126791368888        0.22473085520951419        0.76463054230873928
0.730001        0.28376732696245549        0.19423133656902528        0.78232207074190763
0.740021        0.29697696247344035        0.16646318980829758        0.81366565608916741
0.750015        0.3107691549008797        0.18091836874483955        0.85849278445080179
0.760008        0.3251785821647733        0.18931733212105245        0.59093151400274846
0.770001        0.34020524426512117        0.21825027386879831        0.57574449548226247
0.780022        0.21088843686462011        0.24979962686474896        0.67069411551393843
0.790015        0.21277157080474809        0.27091653268774024        0.48600847761983534
0.800008        0.21527193958132956        0.18567222145302056        0.38332267982563867
0.810002        0.23807196559763105        0.21401716342724608        0.4319420242460254
0.820022        0.25540209503739258        0.24497693174462648        0.43900635646968117
0.830016        0.21007309094578111        0.1570786601265069        0.48064269727343317
0.840009        0.20753901318791809        0.16621034711531313        0.19051523587901656
0.850002        0.21735057621870604        0.14241039823969387        0.23732730731365245
0.860023        0.22780831814831473        0.16016258623894261        0.26441618443140841
0.870016        0.20533634195167882        0.18185402204027518        0.31382590699067098
0.880009        0.2130294188147091        0.16273015005474897        0.29139618971570569
0.890003        0.22133973051419259        0.17812753625850422        0.30923444576192555
0.900023        0.23029217461295148        0.1961048497332589        0.31267096658902005
0.910016        0.18295403853847192        0.21656543825603036        0.31499550683439198
0.92001        0.19566037468660377        0.23955422066891621        0.17679717524110947
0.930003        0.17636786063834869        0.26507119697191212        0.18948118224516369
0.940023        0.18956091404791928        0.2931953770690775        0.24285590683255601
0.950017        0.20333656894948596        0.32377555569107913        0.25583184133337145
0.96001        0.20549851156943463        0.21091086748404247        0.22156441043771005
0.970004        0.17855678951352041        0.22120987038671003        0.26076040519878657
0.980024        0.14173924346206659        0.25404776741791291        0.32941911816262665
0.990017        0.14978670654892234        0.28932899169187132        0.18115183044440908
1.00001        0.1625726103037381        0.32713840985594195        0.1252050805331815
1.01        0.23825910657358071        0.76059104345726858        2.6216822763590972
1.02002        0.24586355351897726        0.71751203278852593        2.4175740920133113
1.03002        0.36117196182043526        0.67708042707140947        2.2043516836502337
1.04001        0.29679298948088112        0.63917701524440529        1.9970496586097748
1.05        0.28494526508329576        0.60380179730751338        1.8211186340558496
1.06002        0.27368533875588319        0.57086965326118577        1.7671182660381892
1.07002        0.26307374773696279        0.54055763764330589        1.7435988279408654
1.08001        0.2530793915544956        0.46664849189696006        1.6687411202509073
1.09        0.24370227020848165        0.42362197273622759        1.6045064207466091
1.10003        0.22480355838114729        0.41213790808535122        1.8361944248576583
1.11002        0.24104212007303341        0.44462500535042604        1.7960332123264664
1.12001        0.24648781486973589        0.43781539961476185        1.8079313200130529
1.13001        0.26408270424115315        0.40297310862149366        1.7572057666825924
1.14003        0.28234475182767416        0.56356147700973847        1.7771519877637825
1.15002        0.30117577457775857        0.44297079810082696        1.9871548206665679
1.16001        0.32062403216429713        0.46376679820564964        1.9016628881920727
1.17001        0.29385414286934214        0.46366452756140569        1.7467278760881519
1.18003        0.30152602232258613        0.42658268925544718        2.0028499174302001
1.19002        0.30979534513329904        0.51478494424123966        1.6590837580730842
1.20001        0.3186819027804651        0.45898423556553841        1.5565646938853475
1.21001        0.32818569526408448        0.44848106132661375        1.5287896114319419
1.22003        0.26678646702553593        0.39439291726515674        2.1277610490630599
1.23002        0.23074611546660326        0.47520669272203958        2.1338927904130305
1.24001        0.28088047229642743        0.62389896051722427        1.7697816255353007
1.25001        0.2855108553817074        0.62390884172301098        1.6056331004854822
1.26003        0.2347391234322285        0.43258589786294199        1.5694343188456328
1.27002        0.25228590115474914        0.38237734096316722        1.6129791200545613
1.28001        0.20935643308906177        0.40849389118983848        1.5667022046461774
1.29001        0.200196880493166        0.35734196956418868        2.0226753386491225
1.3        0.20827447818272798        0.56847463599411741        1.5865898151173459
1.31002        0.20737930408563401        0.51739365113289382        1.877444138176068
1.32001        0.2152384816653517        0.46898158190662065        1.7759983547126237
1.33001        0.22502027427154156        0.42309770657045975        1.6355480866427716
1.34        0.23541930171418463        0.41215786660635018        1.7070643945814497
1.35002        0.24646609151767496        0.57758083903910884        1.6295315420603029
1.36001        0.25810125233898307        0.38037585558777737        1.5395086909916247
1.37001        0.32737303078355279        0.48934619099652316        1.4964889724437249
1.38        0.28322327849096929        0.39310453245410948        1.440722400070916
1.39002        0.29674733065345976        0.48878946899171533        1.6361576492682324
1.40001        0.26666076342677542        0.57480119274129393        2.4643835796801645
